Sample_ID	PLATE	PRIMER	BAR_CODE_ID	Animal_ID	Breed	DOB	Initial	Days_from_birth	Sex	Hide	Mask_given1	Treat_assign1	Treat_given1	Trt_date1	Treat_group1	Mask_given2	Treat_assign2	Treatment	Trtment_date2	Treat_group2	Time	Date_swabbed	Invitro_growth	Group	infected	Ulcer_positive	Age_group	Type	Run	Missed
212	3	3	212	8102F	Angus	3/6/18	5/16/18	71	B	B	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	1	5_16_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_6	Out
213	3	3	213	8174F	Simmental	3/20/18	5/16/18	57	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	1	5_16_18	NONE	1_4_period	NONE	NONE	G2	sample_control	seq_6	Keep
214	3	3	214	8204F	Simmental	3/29/18	5/16/18	48	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	1	5_16_18	NONE	1_4_period	NONE	NONE	G3	sample_control	seq_6	Out
215	3	3	215	8122F	Simmental	3/8/18	5/16/18	69	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	1	5_16_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_6	Keep
216	3	3	216	8083F	Simmental	3/4/18	5/16/18	73	H	B	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	1	5_16_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_6	Out
217	3	3	217	8148F	Simmental	3/12/18	5/16/18	65	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	1	5_16_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_6	Keep
218	3	3	218	8227F	Simmental	4/11/18	5/16/18	35	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	1	5_16_18	NONE	1_4_period	NONE	NONE	G3	sample_control	seq_6	Keep
219	3	3	219	8007F	Simmental	2/15/18	5/16/18	90	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	1	5_16_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_6	Out
220	3	3	220	8038F	Simmental	2/27/18	5/16/18	78	H	B	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	1	5_16_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_6	Out
221	3	3	221	8220F	Angus	4/5/18	5/16/18	41	B	B	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	1	5_16_18	NONE	1_4_period	NONE	NONE	G3	sample_control	seq_6	Keep
222	3	3	222	8125F	Angus	3/9/18	5/16/18	68	B	B	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	1	5_16_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_6	Keep
223	3	3	223	8228F	Simmental	4/12/18	5/16/18	34	H	B	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	1	5_16_18	NONE	1_4_period	NONE	NONE	G4	sample_control	seq_6	Out
224	3	3	224	8216F	Simmental	4/3/18	5/16/18	43	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	1	5_16_18	NONE	1_4_period	NONE	NONE	G3	sample_control	seq_6	Keep
225	3	3	225	8023F	Simmental	2/21/18	5/16/18	84	H	B	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	1	5_16_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_6	Out
226	3	3	226	8076F	Simmental	3/4/18	5/16/18	73	B	B	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	1	5_16_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_6	Out
227	3	3	227	8168F	Simmental	3/19/18	5/16/18	58	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	1	5_16_18	NONE	1_4_period	NONE	NONE	G2	sample_control	seq_6	Keep
228	3	3	228	8199F	Simmental	3/28/18	5/16/18	49	H	B	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	1	5_16_18	M_bovoculi	1_4_period	NONE	Before	G3	sample_control	seq_6	Out
229	3	3	229	8159F	Simmental	3/15/18	5/16/18	62	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	1	5_16_18	NONE	1_4_period	NONE	NONE	G2	sample_control	seq_6	Out
230	3	3	230	8121F	Simmental	3/8/18	5/16/18	69	B	B	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	1	5_16_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_6	Out
231	3	3	231	8071F	Simmental	3/3/18	6/6/18	95	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	2	6_6_18	BOTH	2_3_period	NONE	NONE	G1	sample_control	seq_6	Out
232	3	3	232	8173F	Simmental	3/20/18	6/6/18	78	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	2	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G2	sample_control	seq_6	Out
233	3	3	233	8188F	Simmental	3/23/18	6/6/18	75	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	2	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G2	sample_control	seq_6	Out
234	3	3	234	8142F	Simmental	3/10/18	6/6/18	88	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	2	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G1	sample_control	seq_6	Out
235	3	3	235	8010F	Simmental	2/16/18	6/6/18	110	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	2	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_6	Out
236	3	3	236	8180F	Simmental	3/21/18	6/6/18	77	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	2	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G2	sample_control	seq_6	Out
237	3	3	237	8062F	Simmental	3/2/18	6/6/18	96	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	2	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G1	sample_control	seq_6	Out
238	3	3	238	8058F	Simmental	3/2/18	6/6/18	96	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	2	6_6_18	BOTh	2_3_period	NONE	NONE	G1	sample_control	seq_6	Out
239	3	3	239	8091F	Simmental	3/5/18	6/6/18	93	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	2	6_6_18	M_bovoculi	2_3_period	NONE	NONE	G1	sample_control	seq_6	Out
240	3	3	240	8116F	Simmental	3/8/18	6/6/18	90	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	2	6_6_18	M_bovoculi	2_3_period	NONE	NONE	G1	sample_control	seq_6	Keep
241	3	3	241	8124F	Simmental	3/9/18	6/6/18	89	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	2	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_6	Keep
242	3	3	242	8201F	Simmental	3/29/18	6/6/18	69	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	2	6_6_18	M_bovoculi	2_3_period	NONE	NONE	G3	sample_control	seq_6	Keep
243	3	3	243	8192F	Simmental	3/25/18	6/6/18	73	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	2	6_6_18	M_bovoculi	2_3_period	NONE	NONE	G2	sample_control	seq_6	Out
244	3	3	244	8204F	Simmental	3/29/18	6/6/18	69	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	2	6_6_18	M_bovoculi	2_3_period	NONE	NONE	G3	sample_control	seq_6	Out
245	3	3	245	8146F	Simmental	3/11/18	6/6/18	87	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	2	6_6_18	M_bovoculi	2_3_period	NONE	Yes	G1	sample_control	seq_6	Keep
246	3	3	246	8230F	Simmental	4/14/18	6/6/18	53	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	2	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G4	sample_control	seq_6	Out
247	3	3	247	8200F	Simmental	3/29/18	6/6/18	69	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	2	6_6_18	M_bovoculi	2_3_period	NONE	NONE	G3	sample_control	seq_6	Out
248	3	3	248	8060F	Simmental	3/2/18	6/6/18	96	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	2	6_6_18	M_bovoculi_Myco	2_3_period	NONE	NONE	G1	sample_control	seq_6	Out
249	3	3	249	8151F	Simmental	3/13/18	6/6/18	85	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	2	6_6_18	M_bovoculi	2_3_period	NONE	NONE	G2	sample_control	seq_6	Out
250	3	3	250	8168F	Simmental	3/19/18	6/6/18	79	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	2	6_6_18	NONE	2_3_period	NONE	NONE	G2	sample_control	seq_6	Keep
251	3	3	251	8205F	Simmental	3/30/18	6/6/18	68	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	2	6_6_18	M_bovoculi	2_3_period	NONE	NONE	G3	sample_control	seq_6	Out
252	3	3	252	8167F	Simmental	3/19/18	6/6/18	79	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	2	6_6_18	NONE	2_3_period	NONE	NONE	G2	sample_control	seq_6	Keep
253	3	3	253	8211F	Simmental	4/2/18	6/6/18	65	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	2	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G3	sample_control	seq_6	Out
254	3	3	254	8160F	Simmental	3/16/18	6/6/18	82	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	2	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G2	sample_control	seq_6	Out
255	3	3	255	8096F	Simmental	3/6/18	6/6/18	92	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	2	6_6_18	M_bovoculi	2_3_period	NONE	NONE	G1	sample_control	seq_6	Keep
256	3	3	256	8128F	Simmental	3/9/18	6/6/18	89	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	2	6_6_18	M_bovoculi	2_3_period	NONE	NONE	G1	sample_control	seq_6	Out
257	3	3	257	8218F	Simmental	4/4/18	6/6/18	63	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	2	6_6_18	NONE	2_3_period	NONE	NONE	G3	sample_control	seq_6	Keep
258	3	3	258	8139F	Simmental	3/10/18	6/6/18	88	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	2	6_6_18	BOTH	2_3_period	NONE	NONE	G1	sample_control	seq_6	Keep
259	3	3	259	8149F	Simmental	3/12/18	6/6/18	86	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	2	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_6	Out
260	3	3	260	8122F	Simmental	3/8/18	6/6/18	90	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	2	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_6	Keep
261	3	3	261	8095F	Simmental	3/6/18	6/6/18	92	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	2	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_6	Out
262	3	3	262	8118F	Simmental	3/8/18	6/6/18	90	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	2	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G1	sample_control	seq_6	Keep
263	3	3	263	8147F	Simmental	3/11/18	6/6/18	87	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	2	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_6	Keep
264	3	3	264	8227F	Simmental	4/11/18	6/6/18	56	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	2	6_6_18	NONE	2_3_period	NONE	NONE	G3	sample_control	seq_6	Keep
265	3	3	265	8224F	Simmental	4/10/18	6/6/18	57	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	2	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G3	sample_control	seq_6	Out
266	3	3	266	NEG_CON	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	neg_control	seq_6	Out
267	3	3	267	8052F	Simmental	3/1/18	6/6/18	97	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	2	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G1	sample_control	seq_6	Out
268	3	3	268	8007F	Simmental	2/15/18	6/6/18	111	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	2	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_6	Out
269	3	3	269	NEG_CON	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	neg_control	seq_6	Out
270	3	3	270	8159F	Simmental	3/15/18	6/6/18	83	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	2	6_6_18	NONE	2_3_period	NONE	NONE	G2	sample_control	seq_6	Out
271	3	3	271	8039F	Simmental	2/27/18	6/6/18	99	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	2	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_6	Out
272	3	3	272	8203F	Simmental	3/29/18	6/6/18	69	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	2	6_6_18	NONE	2_3_period	NONE	NONE	G3	sample_control	seq_6	Out
273	3	3	273	8212F	Simmental	4/2/18	6/6/18	65	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	2	6_6_18	NONE	2_3_period	NONE	NONE	G3	sample_control	seq_6	Keep
274	3	3	274	8148F	Simmental	3/12/18	6/6/18	86	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	2	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_6	Keep
275	3	3	275	8016F	Simmental	2/17/18	6/6/18	109	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	2	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_6	Out
276	3	3	276	8186F	Simmental	3/22/18	6/6/18	76	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	2	6_6_18	NONE	2_3_period	NONE	NONE	G2	sample_control	seq_6	Out
277	3	3	277	8164F	Simmental	3/19/18	6/6/18	79	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	2	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G2	sample_control	seq_6	Out
278	3	3	278	8080F	Simmental	3/4/18	6/6/18	94	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	2	6_6_18	M_bovis_R	2_3_period	NONE	Before	G1	sample_control	seq_6	Out
279	3	3	279	8162F	Simmental	3/16/18	6/6/18	82	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	2	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G2	sample_control	seq_6	Out
280	3	3	280	8216F	Simmental	4/3/18	6/6/18	64	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	2	6_6_18	M_bovoculi	2_3_period	NONE	NONE	G3	sample_control	seq_6	Keep
281	3	3	281	8079F	Simmental	3/4/18	6/6/18	94	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	2	6_6_18	M_bovoculi	2_3_period	NONE	NONE	G1	sample_control	seq_6	Keep
282	3	3	282	8045F	Simmental	2/28/18	6/6/18	98	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	2	6_6_18	BOTH	2_3_period	NONE	NONE	G1	sample_control	seq_6	Out
283	3	3	283	8163F	Simmental	3/18/18	6/6/18	80	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	2	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G2	sample_control	seq_6	Out
284	3	3	284	8166F	Simmental	3/19/18	6/6/18	79	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	2	6_6_18	M_bovoculi	2_3_period	NONE	NONE	G2	sample_control	seq_6	Out
285	3	3	285	8143F	Simmental	3/10/18	6/6/18	88	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	2	6_6_18	M_bovoculi	2_3_period	NONE	NONE	G1	sample_control	seq_6	Out
286	3	3	286	8214F	Simmental	4/3/18	6/6/18	64	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	2	6_6_18	NONE	2_3_period	NONE	NONE	G3	sample_control	seq_6	Keep
287	3	3	287	8086F	Simmental	3/5/18	6/6/18	93	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	2	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_6	Out
288	3	3	288	8120F	Simmental	3/8/18	6/6/18	90	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	2	6_6_18	M_bovoculi	2_3_period	NONE	NONE	G1	sample_control	seq_6	Keep
289	4	4	289	8050F	Simmental	3/1/18	6/6/18	97	B	B	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	2	6_6_18	M_bovoculi	2_3_period	NONE	NONE	G1	sample_control	seq_1	Out
290	4	4	290	8174F	Simmental	3/20/18	6/6/18	78	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	2	6_6_18	M_bovoculi	2_3_period	NONE	NONE	G2	sample_control	seq_1	Keep
291	4	4	291	8154F	Simmental	3/14/18	6/6/18	84	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	2	6_6_18	NONE	2_3_period	NONE	NONE	G2	sample_control	seq_1	Out
292	4	4	292	8161F	Simmental	3/16/18	6/6/18	82	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	2	6_6_18	NONE	2_3_period	NONE	NONE	G2	sample_control	seq_1	Out
293	4	4	293	8132F	Simmental	3/9/18	6/6/18	89	B	B	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	2	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_1	Keep
294	4	4	294	8176F	Simmental	3/21/18	6/6/18	77	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	2	6_6_18	M_bovoculi	2_3_period	NONE	NONE	G2	sample_control	seq_1	Out
295	4	4	295	8115F	Simmental	3/8/18	6/6/18	90	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	2	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G1	sample_control	seq_1	Out
296	4	4	296	8020F	Simmental	2/20/18	6/6/18	106	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	2	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_1	Keep
297	4	4	297	8239F	Simmental	4/28/18	6/6/18	39	B	B	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	2	6_6_18	NONE	2_3_period	NONE	NONE	G4	sample_control	seq_1	Out
298	4	4	298	8038F	Simmental	2/27/18	6/6/18	99	H	B	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	2	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_1	Out
299	4	4	299	8085F	Simmental	3/5/18	6/6/18	93	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	2	6_6_18	NONE	2_3_period	NONE	Before	G1	sample_control	seq_1	Out
300	4	4	300	8185F	Simmental	3/22/18	6/6/18	76	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	2	6_6_18	BOTH	2_3_period	NONE	NONE	G2	sample_control	seq_1	Out
